2025-03-30 16:16:09.131427,GCN,K=None,0.9180859691808597,0.880650522317189,0.8248966523465997,0.8490020406604317,0.9180859691808597,0.2185930679072622,0.9205190592051906,0.8925314699177321,0.8210059171597632,0.8507558915073365,Namespace(K=5, batch_size=32, bidirectional=False, data_dir='./data/phish_eth', dropout=None, epochs=100, gpu=-1, infer_gpu=True, log_dir='./experiment', log_name='GCN', lr=0.001, max_event=20, model='GCN', node_hidden_dim=64, num_cpu=2, num_heads=4, num_layers=2, num_lstm_layers=1, num_neighbors=10, patience=100, remove_node_features=False, self_loop=False, test_batch_size=1000, time_hidden_dim=32, use_K=None, weight_decay=0)
2025-04-01 01:16:45.015266,GCN,K=None,0.9981275680923734,0.9019619047067968,0.6906677916914071,0.7584595527199363,0.9981275680923734,0.0109297193663818,0.9982662968099861,0.9137185283185744,0.7098870154701895,0.778326785364833,Namespace(K=5, batch_size=32, bidirectional=False, data_dir='./data/saml', dropout=None, epochs=100, gpu=-1, infer_gpu=True, log_dir='./experiment', log_name='GCN', lr=0.001, max_event=20, model='GCN', node_hidden_dim=64, num_cpu=2, num_heads=4, num_layers=2, num_lstm_layers=1, num_neighbors=10, patience=100, remove_node_features=False, self_loop=False, test_batch_size=1000, time_hidden_dim=32, use_K=None, weight_decay=0)
